Fecha,Último,Apertura,Máximo,Mínimo,Vol.,% var.
19.09.2012,"2.864,03","2.858,54","2.871,10","2.850,32","171,11M","0,23%"
18.09.2012,"2.857,38","2.852,42","2.859,34","2.848,91","163,18M","0,03%"
17.09.2012,"2.856,44","2.857,52","2.857,52","2.846,17","152,69M","0,04%"
14.09.2012,"2.855,23","2.841,82","2.865,37","2.839,48","211,08M","0,84%"
13.09.2012,"2.831,35","2.796,72","2.841,68","2.792,18","190,80M","1,42%"
12.09.2012,"2.791,68","2.794,38","2.798,97","2.775,40","144,32M","0,24%"
11.09.2012,"2.784,89","2.789,09","2.799,85","2.780,24","138,89M","-0,12%"
10.09.2012,"2.788,35","2.821,03","2.823,34","2.787,33","152,57M","-1,30%"
07.09.2012,"2.825,11","2.823,22","2.829,95","2.817,48","174,13M","-0,16%"
06.09.2012,"2.829,71","2.785,01","2.829,71","2.784,81","189,15M","2,27%"
05.09.2012,"2.766,95","2.769,19","2.780,56","2.760,66","133,16M","-0,18%"
04.09.2012,"2.772,03","2.766,93","2.781,08","2.744,29","142,57M","-0,01%"
31.08.2012,"2.772,24","2.773,24","2.785,08","2.746,68","158,58M","0,67%"
30.08.2012,"2.753,74","2.771,44","2.772,62","2.751,53","116,68M","-1,09%"
29.08.2012,"2.784,00","2.782,98","2.790,17","2.771,99","119,54M","0,05%"
28.08.2012,"2.782,69","2.779,17","2.790,51","2.772,25","129,04M","0,01%"
27.08.2012,"2.782,55","2.792,00","2.794,27","2.777,36","139,14M","0,16%"
24.08.2012,"2.778,05","2.754,43","2.785,34","2.750,64","144,87M","0,58%"
23.08.2012,"2.762,02","2.773,98","2.780,71","2.755,14","149,26M","-0,77%"
22.08.2012,"2.783,42","2.765,10","2.790,30","2.759,14","158,85M","0,40%"
21.08.2012,"2.772,20","2.791,74","2.802,91","2.762,90","159,30M","-0,44%"
20.08.2012,"2.784,33","2.777,71","2.784,57","2.767,73","139,18M","0,14%"
17.08.2012,"2.780,30","2.775,53","2.780,77","2.767,04","195,40M","0,44%"
16.08.2012,"2.768,09","2.743,88","2.774,22","2.742,82","197,01M","1,19%"
15.08.2012,"2.735,47","2.724,71","2.739,14","2.724,71","167,24M","0,28%"
14.08.2012,"2.727,79","2.737,85","2.742,83","2.721,12","147,96M","-0,03%"
13.08.2012,"2.728,68","2.721,49","2.728,88","2.708,38","132,76M","0,21%"
10.08.2012,"2.722,96","2.710,55","2.722,96","2.704,91","167,44M","0,12%"
09.08.2012,"2.719,61","2.712,97","2.724,43","2.708,24","163,23M","0,21%"
08.08.2012,"2.714,02","2.707,29","2.721,02","2.705,47","186,13M","-0,12%"
07.08.2012,"2.717,16","2.705,97","2.727,31","2.701,90","180,64M","0,86%"
06.08.2012,"2.694,09","2.686,38","2.705,71","2.681,72","151,92M","0,68%"
03.08.2012,"2.676,00","2.664,69","2.684,58","2.657,50","168,80M","1,92%"
02.08.2012,"2.625,52","2.616,04","2.650,98","2.606,54","186,63M","-0,36%"
01.08.2012,"2.635,13","2.660,49","2.661,84","2.625,08","173,64M","-0,28%"
31.07.2012,"2.642,53","2.643,28","2.657,27","2.640,26","190,54M","0,02%"
30.07.2012,"2.642,12","2.649,78","2.662,62","2.634,50","154,31M","-0,19%"
27.07.2012,"2.647,03","2.600,03","2.649,98","2.594,84","228,52M","2,41%"
26.07.2012,"2.584,85","2.588,20","2.598,36","2.568,33","209,35M","1,40%"
25.07.2012,"2.549,20","2.551,70","2.566,46","2.535,04","207,63M","-0,71%"
24.07.2012,"2.567,46","2.593,39","2.596,04","2.551,35","189,96M","-0,87%"
23.07.2012,"2.589,93","2.575,29","2.596,61","2.549,96","190,87M","-1,07%"
20.07.2012,"2.618,04","2.654,60","2.654,60","2.618,04","243,20M","-1,42%"
19.07.2012,"2.655,81","2.645,34","2.663,12","2.639,41","190,20M","1,14%"
18.07.2012,"2.625,87","2.586,86","2.633,02","2.585,48","177,77M","1,32%"
17.07.2012,"2.591,65","2.591,78","2.598,47","2.554,34","182,26M","0,57%"
16.07.2012,"2.577,05","2.579,96","2.589,57","2.567,45","137,35M","-0,31%"
13.07.2012,"2.584,97","2.545,98","2.589,93","2.545,98","144,53M","1,56%"
12.07.2012,"2.545,30","2.561,68","2.561,68","2.522,89","191,63M","-1,00%"
11.07.2012,"2.570,99","2.580,07","2.587,02","2.549,05","178,01M","-0,56%"
10.07.2012,"2.585,52","2.620,33","2.630,03","2.574,26","182,41M","-0,95%"
09.07.2012,"2.610,31","2.610,38","2.620,22","2.597,27","151,27M","-0,08%"
06.07.2012,"2.612,29","2.635,65","2.636,96","2.596,10","158,25M","-1,33%"
05.07.2012,"2.647,47","2.643,63","2.660,26","2.629,91","149,59M","0,06%"
03.07.2012,"2.645,84","2.623,46","2.645,84","2.621,77","103,81M","0,79%"
02.07.2012,"2.625,03","2.616,52","2.625,26","2.604,90","166,46M","0,36%"
29.06.2012,"2.615,72","2.566,84","2.615,82","2.566,84","270,62M","3,12%"
28.06.2012,"2.536,65","2.565,53","2.565,53","2.510,37","207,47M","-1,13%"
27.06.2012,"2.565,53","2.558,67","2.576,09","2.557,09","146,57M","0,62%"
26.06.2012,"2.549,84","2.541,21","2.556,92","2.531,60","170,70M","0,64%"
25.06.2012,"2.533,54","2.562,98","2.563,09","2.527,01","179,51M","-2,01%"
22.06.2012,"2.585,53","2.562,28","2.587,00","2.559,26","241,37M","1,12%"
21.06.2012,"2.556,96","2.619,98","2.622,76","2.554,65","196,27M","-2,53%"
20.06.2012,"2.623,33","2.625,00","2.633,21","2.603,32","169,12M","0,10%"
19.06.2012,"2.620,83","2.606,43","2.630,86","2.605,16","181,77M","1,09%"
18.06.2012,"2.592,52","2.570,98","2.599,52","2.554,83","170,11M","0,83%"
15.06.2012,"2.571,23","2.543,85","2.572,84","2.542,51","297,89M","1,23%"
14.06.2012,"2.539,97","2.529,28","2.547,31","2.515,17","184,89M","0,50%"
13.06.2012,"2.527,44","2.541,72","2.557,31","2.519,69","173,17M","-0,74%"
12.06.2012,"2.546,20","2.523,01","2.546,83","2.510,75","171,37M","1,15%"
11.06.2012,"2.517,18","2.578,73","2.579,23","2.513,67","167,75M","-1,64%"
08.06.2012,"2.559,21","2.529,42","2.561,57","2.522,39","151,58M","0,94%"
07.06.2012,"2.535,41","2.569,24","2.570,48","2.531,95","183,46M","-0,43%"
06.06.2012,"2.546,32","2.504,08","2.546,32","2.504,08","173,23M","2,36%"
05.06.2012,"2.487,50","2.467,81","2.492,53","2.467,66","171,84M","0,38%"
04.06.2012,"2.478,13","2.458,97","2.480,97","2.443,92","193,35M","0,78%"
01.06.2012,"2.458,83","2.510,82","2.510,82","2.458,73","225,66M","-2,62%"
31.05.2012,"2.524,87","2.535,87","2.540,40","2.507,58","259,45M","-0,49%"
30.05.2012,"2.537,40","2.538,58","2.546,01","2.522,45","181,70M","-0,84%"
29.05.2012,"2.558,97","2.542,66","2.570,79","2.536,62","185,95M","1,26%"
25.05.2012,"2.527,05","2.532,32","2.537,56","2.520,17","138,38M","-0,17%"
24.05.2012,"2.531,35","2.553,12","2.554,20","2.512,35","216,47M","-0,62%"
23.05.2012,"2.547,08","2.534,66","2.553,19","2.499,30","230,98M","0,31%"
22.05.2012,"2.539,20","2.553,58","2.562,48","2.524,11","190,72M","-0,24%"
21.05.2012,"2.545,43","2.482,31","2.547,69","2.478,36","197,63M","2,70%"
18.05.2012,"2.478,53","2.509,90","2.523,15","2.474,70","279,52M","-1,22%"
17.05.2012,"2.509,05","2.562,13","2.567,55","2.509,05","224,78M","-2,05%"
16.05.2012,"2.561,56","2.589,91","2.597,16","2.558,69","222,39M","-0,74%"
15.05.2012,"2.580,75","2.589,96","2.617,23","2.576,77","201,53M","-0,37%"
14.05.2012,"2.590,28","2.593,75","2.611,37","2.587,78","192,71M","-0,98%"
11.05.2012,"2.615,98","2.606,01","2.643,22","2.604,99","177,95M","-0,01%"
10.05.2012,"2.616,24","2.631,97","2.631,97","2.606,79","231,81M","-0,19%"
09.05.2012,"2.621,35","2.600,19","2.635,71","2.588,97","219,70M","-0,32%"
08.05.2012,"2.629,87","2.624,35","2.638,30","2.587,53","230,00M","-0,36%"
07.05.2012,"2.639,28","2.622,67","2.651,74","2.620,96","195,22M","0,05%"
04.05.2012,"2.637,92","2.682,37","2.683,25","2.637,73","195,51M","-2,47%"
03.05.2012,"2.704,59","2.737,04","2.737,14","2.697,78","181,98M","-1,10%"
02.05.2012,"2.734,77","2.713,18","2.736,30","2.707,63","164,70M","0,29%"
01.05.2012,"2.726,92","2.719,25","2.756,81","2.715,75","187,78M","0,12%"
30.04.2012,"2.723,68","2.731,26","2.737,54","2.720,44","172,85M","-0,64%"
27.04.2012,"2.741,34","2.737,57","2.750,50","2.723,16","176,59M","0,59%"
26.04.2012,"2.725,23","2.709,88","2.731,73","2.705,91","186,96M","0,58%"
25.04.2012,"2.709,62","2.694,86","2.710,87","2.691,12","192,92M","2,69%"
24.04.2012,"2.638,73","2.647,91","2.659,52","2.628,96","190,79M","-0,56%"
23.04.2012,"2.653,50","2.651,13","2.657,36","2.629,70","196,71M","-0,84%"
20.04.2012,"2.676,04","2.699,55","2.712,01","2.674,66","250,43M","-0,40%"
19.04.2012,"2.686,82","2.707,89","2.738,59","2.676,09","210,84M","-1,08%"
18.04.2012,"2.716,14","2.714,66","2.732,03","2.707,91","178,19M","-0,27%"
17.04.2012,"2.723,58","2.678,58","2.731,38","2.675,14","187,21M","2,00%"
16.04.2012,"2.670,10","2.713,89","2.713,89","2.660,96","194,19M","-1,07%"
13.04.2012,"2.698,99","2.730,74","2.731,35","2.698,11","183,43M","-1,51%"
12.04.2012,"2.740,26","2.715,04","2.743,41","2.711,04","163,29M","1,19%"
11.04.2012,"2.708,13","2.719,48","2.726,94","2.702,97","173,17M","0,48%"
10.04.2012,"2.695,12","2.738,44","2.749,51","2.688,21","210,46M","-1,64%"
09.04.2012,"2.739,98","2.726,08","2.751,44","2.722,77","144,82M","-0,82%"
05.04.2012,"2.762,50","2.740,70","2.764,21","2.739,10","203,42M","0,64%"
04.04.2012,"2.745,00","2.759,33","2.762,73","2.729,21","199,74M","-1,36%"
03.04.2012,"2.782,78","2.786,14","2.795,35","2.767,05","218,33M","-0,06%"
02.04.2012,"2.784,42","2.752,25","2.787,25","2.747,54","186,05M","1,06%"
30.03.2012,"2.755,27","2.773,93","2.774,52","2.744,47","228,74M","-0,25%"
29.03.2012,"2.762,05","2.756,44","2.769,83","2.741,32","175,73M","-0,32%"
28.03.2012,"2.770,97","2.785,98","2.794,00","2.754,97","194,51M","-0,40%"
27.03.2012,"2.782,12","2.779,67","2.793,44","2.778,91","160,59M","0,15%"
26.03.2012,"2.778,02","2.746,98","2.778,02","2.746,43","156,20M","1,81%"
23.03.2012,"2.728,55","2.734,68","2.734,68","2.714,60","158,18M","-0,11%"
22.03.2012,"2.731,50","2.720,66","2.737,83","2.719,74","164,04M","-0,20%"
21.03.2012,"2.736,88","2.739,40","2.752,46","2.733,91","171,09M","-0,03%"
20.03.2012,"2.737,63","2.719,40","2.740,35","2.711,10","164,27M","0,16%"
19.03.2012,"2.733,26","2.716,98","2.738,22","2.710,63","145,74M","0,75%"
16.03.2012,"2.712,78","2.715,71","2.719,61","2.706,96","357,04M","-0,07%"
15.03.2012,"2.714,79","2.716,19","2.720,49","2.701,65","183,23M","0,24%"
14.03.2012,"2.708,41","2.701,08","2.717,86","2.690,40","191,09M","0,41%"
13.03.2012,"2.697,43","2.665,30","2.697,64","2.658,09","172,30M","1,91%"
12.03.2012,"2.646,85","2.646,98","2.651,64","2.635,76","136,26M","0,00%"
09.03.2012,"2.646,85","2.641,15","2.651,98","2.639,60","164,07M","0,37%"
08.03.2012,"2.637,18","2.623,45","2.643,89","2.618,47","165,48M","1,12%"
07.03.2012,"2.607,85","2.599,85","2.614,23","2.597,23","166,75M","0,73%"
06.03.2012,"2.588,95","2.586,31","2.593,64","2.575,13","200,17M","-0,99%"
05.03.2012,"2.614,92","2.636,60","2.642,75","2.605,59","172,86M","-1,01%"
02.03.2012,"2.641,58","2.640,43","2.650,00","2.633,28","168,19M","-0,07%"
01.03.2012,"2.643,54","2.634,20","2.645,91","2.625,42","199,08M","0,78%"
29.02.2012,"2.623,10","2.638,97","2.645,20","2.614,48","252,25M","-0,39%"
28.02.2012,"2.633,46","2.610,04","2.634,23","2.607,50","201,69M","1,02%"
27.02.2012,"2.606,76","2.589,44","2.616,86","2.579,63","182,89M","0,10%"
24.02.2012,"2.604,21","2.602,66","2.609,45","2.598,67","149,49M","0,36%"
23.02.2012,"2.594,93","2.578,91","2.598,10","2.570,07","170,10M","0,59%"
22.02.2012,"2.579,78","2.586,32","2.593,05","2.575,31","186,59M","-0,40%"
21.02.2012,"2.590,24","2.589,21","2.601,74","2.574,32","184,09M","0,23%"
17.02.2012,"2.584,24","2.587,22","2.593,56","2.572,82","273,94M","-0,31%"
16.02.2012,"2.592,29","2.555,55","2.594,71","2.551,35","202,06M","1,42%"
15.02.2012,"2.556,01","2.584,95","2.600,96","2.552,56","199,63M","-0,75%"
14.02.2012,"2.575,24","2.561,60","2.575,24","2.553,95","185,60M","0,22%"
13.02.2012,"2.569,49","2.564,93","2.572,64","2.554,29","146,38M","0,87%"
10.02.2012,"2.547,32","2.543,86","2.553,10","2.537,99","184,88M","-0,65%"
09.02.2012,"2.563,93","2.553,63","2.567,28","2.541,20","218,63M","0,72%"
08.02.2012,"2.545,72","2.533,48","2.545,84","2.523,88","200,75M","0,54%"
07.02.2012,"2.532,06","2.522,79","2.537,64","2.514,90","158,30M","0,15%"
06.02.2012,"2.528,30","2.519,33","2.528,30","2.513,51","151,58M","-0,03%"
03.02.2012,"2.529,17","2.518,86","2.532,26","2.514,99","181,95M","1,34%"
02.02.2012,"2.495,83","2.495,08","2.504,16","2.487,15","182,60M","0,31%"
01.02.2012,"2.488,18","2.481,62","2.497,31","2.474,29","249,88M","0,82%"
31.01.2012,"2.467,95","2.476,65","2.481,51","2.453,05","206,85M","0,11%"
30.01.2012,"2.465,32","2.438,52","2.468,57","2.433,63","180,88M","0,14%"
27.01.2012,"2.461,77","2.450,38","2.467,46","2.449,83","190,38M","0,29%"
26.01.2012,"2.454,63","2.474,05","2.479,31","2.444,83","211,17M","-0,45%"
25.01.2012,"2.465,66","2.456,55","2.470,58","2.440,57","228,40M","1,30%"
24.01.2012,"2.433,96","2.426,86","2.440,20","2.423,24","183,72M","-0,13%"
23.01.2012,"2.437,22","2.437,06","2.455,22","2.424,29","191,42M","0,01%"
20.01.2012,"2.437,02","2.428,66","2.438,25","2.428,35","279,82M","-0,19%"
19.01.2012,"2.441,70","2.435,14","2.445,59","2.433,03","226,17M","0,65%"
18.01.2012,"2.425,96","2.396,63","2.425,96","2.395,43","240,06M","1,37%"
17.01.2012,"2.393,24","2.396,14","2.404,08","2.385,79","210,89M","0,90%"
13.01.2012,"2.371,98","2.371,42","2.373,50","2.352,76","188,41M","-0,42%"
12.01.2012,"2.381,99","2.377,34","2.384,26","2.359,92","179,20M","0,41%"
11.01.2012,"2.372,25","2.363,69","2.376,58","2.357,53","170,76M","0,21%"
10.01.2012,"2.367,38","2.374,26","2.381,43","2.360,98","191,67M","0,71%"
09.01.2012,"2.350,65","2.362,53","2.363,48","2.342,34","194,73M","-0,23%"
06.01.2012,"2.356,17","2.350,68","2.362,58","2.341,64","183,43M","0,31%"
05.01.2012,"2.348,98","2.326,58","2.351,45","2.317,52","204,58M","0,83%"
04.01.2012,"2.329,71","2.316,53","2.333,29","2.307,56","201,40M","0,33%"
03.01.2012,"2.321,96","2.323,16","2.332,24","2.315,28","185,17M","1,94%"
30.12.2011,"2.277,83","2.281,91","2.289,12","2.277,77","95,98M","-0,32%"
29.12.2011,"2.285,07","2.272,56","2.285,72","2.264,89","91,44M","0,79%"
28.12.2011,"2.267,08","2.294,97","2.295,17","2.262,22","107,46M","-1,14%"
27.12.2011,"2.293,12","2.284,29","2.301,30","2.281,86","77,34M","0,24%"
23.12.2011,"2.287,57","2.274,35","2.287,96","2.268,24","88,68M","0,92%"
22.12.2011,"2.266,77","2.254,68","2.268,59","2.251,31","166,33M","0,79%"
21.12.2011,"2.249,03","2.265,90","2.267,01","2.222,68","248,15M","-1,44%"
20.12.2011,"2.281,94","2.253,19","2.283,45","2.252,57","195,27M","3,01%"
19.12.2011,"2.215,27","2.244,37","2.250,27","2.209,57","158,88M","-1,02%"
16.12.2011,"2.238,18","2.238,59","2.267,55","2.234,30","433,53M","0,52%"
15.12.2011,"2.226,71","2.253,14","2.253,21","2.223,52","191,50M","-0,28%"
14.12.2011,"2.233,03","2.259,84","2.260,52","2.219,68","203,99M","-1,56%"
13.12.2011,"2.268,37","2.308,29","2.316,90","2.258,71","216,78M","-1,04%"
12.12.2011,"2.292,24","2.295,43","2.295,53","2.274,15","191,44M","-1,14%"
09.12.2011,"2.318,68","2.287,27","2.325,64","2.287,27","167,27M","1,58%"
08.12.2011,"2.282,59","2.309,53","2.324,04","2.278,42","202,22M","-1,64%"
07.12.2011,"2.320,54","2.312,55","2.331,73","2.292,15","191,14M","-0,04%"
06.12.2011,"2.321,49","2.327,65","2.335,79","2.313,99","154,16M","-0,23%"
05.12.2011,"2.326,95","2.336,55","2.343,10","2.315,18","183,41M","1,08%"
02.12.2011,"2.302,04","2.327,87","2.331,12","2.301,25","180,93M","-0,31%"
01.12.2011,"2.309,20","2.294,27","2.314,90","2.292,26","184,77M","0,61%"
30.11.2011,"2.295,20","2.270,28","2.295,35","2.264,72","284,08M","3,79%"
29.11.2011,"2.211,39","2.225,12","2.240,63","2.205,77","175,12M","-0,58%"
28.11.2011,"2.224,22","2.207,68","2.227,81","2.206,69","186,14M","3,41%"
25.11.2011,"2.150,88","2.159,94","2.182,28","2.150,71","96,28M","-0,72%"
23.11.2011,"2.166,54","2.199,46","2.203,14","2.166,54","203,47M","-2,25%"
22.11.2011,"2.216,33","2.205,31","2.224,04","2.191,87","207,18M","0,23%"
21.11.2011,"2.211,14","2.219,88","2.225,54","2.188,14","230,86M","-1,90%"
18.11.2011,"2.253,95","2.273,64","2.274,62","2.250,94","232,17M","-0,80%"
17.11.2011,"2.272,09","2.320,64","2.320,81","2.257,92","272,82M","-2,25%"
16.11.2011,"2.324,37","2.345,27","2.365,13","2.322,05","238,82M","-1,77%"
15.11.2011,"2.366,24","2.334,24","2.375,10","2.331,75","199,64M","1,06%"
14.11.2011,"2.341,32","2.350,91","2.362,46","2.333,55","154,32M","-0,61%"
11.11.2011,"2.355,78","2.336,44","2.363,12","2.330,63","181,70M","1,89%"
10.11.2011,"2.312,07","2.338,60","2.338,91","2.290,53","244,36M","-0,09%"
09.11.2011,"2.314,10","2.346,74","2.354,90","2.307,78","263,86M","-3,58%"
08.11.2011,"2.400,01","2.386,19","2.402,51","2.362,23","204,01M","1,22%"
07.11.2011,"2.371,04","2.353,82","2.372,72","2.329,68","184,05M","0,62%"
04.11.2011,"2.356,32","2.353,51","2.364,37","2.331,46","188,82M","-0,48%"
03.11.2011,"2.367,71","2.340,14","2.369,77","2.311,20","241,59M","2,13%"
02.11.2011,"2.318,32","2.321,90","2.329,06","2.298,71","232,56M","0,87%"
01.11.2011,"2.298,37","2.301,11","2.321,36","2.287,74","277,89M","-2,61%"
31.10.2011,"2.360,08","2.376,99","2.389,29","2.359,85","228,78M","-1,72%"
28.10.2011,"2.401,29","2.386,02","2.404,80","2.384,97","210,07M","0,06%"
27.10.2011,"2.399,83","2.390,69","2.412,52","2.365,91","301,72M","2,79%"
26.10.2011,"2.334,79","2.349,85","2.355,02","2.291,78","269,14M","-0,05%"
25.10.2011,"2.335,87","2.375,49","2.375,53","2.332,18","220,40M","-2,04%"
24.10.2011,"2.384,42","2.341,71","2.389,91","2.341,15","198,66M","2,08%"
21.10.2011,"2.335,93","2.332,21","2.349,79","2.314,77","280,79M","1,29%"
20.10.2011,"2.306,29","2.317,34","2.317,34","2.274,49","246,27M","-0,45%"
19.10.2011,"2.316,81","2.348,52","2.357,55","2.310,65","235,25M","-2,03%"
18.10.2011,"2.364,87","2.331,98","2.375,26","2.309,88","239,11M","1,31%"
17.10.2011,"2.334,38","2.359,53","2.367,21","2.322,53","187,44M","-1,58%"
14.10.2011,"2.371,94","2.360,00","2.371,94","2.344,74","183,11M","1,94%"
13.10.2011,"2.326,88","2.300,86","2.330,64","2.299,73","199,20M","0,85%"
12.10.2011,"2.307,18","2.316,76","2.331,91","2.305,31","219,78M","0,53%"
11.10.2011,"2.294,92","2.272,64","2.300,70","2.269,54","185,31M","0,71%"
10.10.2011,"2.278,65","2.241,17","2.278,74","2.237,48","179,01M","3,45%"
07.10.2011,"2.202,76","2.217,51","2.227,38","2.190,26","236,31M","-0,69%"
06.10.2011,"2.217,99","2.181,58","2.218,30","2.169,57","245,65M","1,61%"
05.10.2011,"2.182,77","2.121,03","2.187,56","2.106,62","316,25M","2,52%"
04.10.2011,"2.129,21","2.064,01","2.131,31","2.042,90","342,88M","2,12%"
03.10.2011,"2.085,04","2.128,02","2.153,95","2.084,30","306,98M","-2,53%"
30.09.2011,"2.139,18","2.167,24","2.185,61","2.139,17","273,31M","-2,66%"
29.09.2011,"2.197,68","2.255,55","2.258,96","2.160,20","284,76M","-1,04%"
28.09.2011,"2.220,84","2.266,29","2.281,09","2.218,77","226,61M","-1,45%"
27.09.2011,"2.253,55","2.270,69","2.290,71","2.241,75","262,74M","0,86%"
26.09.2011,"2.234,28","2.216,66","2.237,13","2.170,14","257,66M","1,24%"
23.09.2011,"2.206,86","2.165,75","2.216,75","2.165,62","268,46M","1,02%"
22.09.2011,"2.184,59","2.196,63","2.219,72","2.151,48","374,25M","-3,26%"
21.09.2011,"2.258,30","2.308,41","2.321,22","2.257,55","285,17M","-1,64%"
20.09.2011,"2.295,89","2.318,55","2.337,70","2.293,06","227,51M","-0,56%"
19.09.2011,"2.308,76","2.277,64","2.319,73","2.260,24","226,97M","0,12%"
16.09.2011,"2.306,09","2.284,28","2.308,96","2.283,43","471,69M","0,85%"
15.09.2011,"2.286,56","2.273,22","2.289,69","2.254,47","263,28M","1,50%"
14.09.2011,"2.252,75","2.233,66","2.277,92","2.210,63","299,94M","1,45%"
13.09.2011,"2.220,58","2.197,66","2.225,40","2.189,83","242,08M","1,31%"
12.09.2011,"2.191,84","2.145,78","2.192,28","2.139,58","237,40M","1,30%"
09.09.2011,"2.163,66","2.197,72","2.206,49","2.151,35","278,70M","-2,29%"
08.09.2011,"2.214,29","2.212,71","2.244,51","2.206,79","247,70M","-0,43%"
07.09.2011,"2.223,75","2.198,61","2.223,80","2.193,83","232,23M","2,59%"
06.09.2011,"2.167,60","2.116,48","2.171,39","2.112,84","229,77M","-0,01%"
02.09.2011,"2.167,83","2.178,11","2.189,76","2.156,99","190,13M","-2,31%"
01.09.2011,"2.219,05","2.245,01","2.263,94","2.217,02","205,24M","-0,98%"
31.08.2011,"2.241,01","2.248,19","2.268,07","2.222,48","239,68M","0,15%"
30.08.2011,"2.237,69","2.212,07","2.250,10","2.202,45","223,95M","0,62%"
29.08.2011,"2.223,96","2.188,67","2.224,50","2.187,72","185,75M","2,87%"
26.08.2011,"2.161,97","2.101,91","2.169,41","2.082,04","251,78M","2,55%"
25.08.2011,"2.108,21","2.141,86","2.153,71","2.102,50","220,26M","-1,72%"
24.08.2011,"2.145,04","2.121,52","2.148,22","2.105,31","225,57M","0,74%"
23.08.2011,"2.129,27","2.059,03","2.129,27","2.050,19","237,22M","4,13%"
22.08.2011,"2.044,73","2.084,27","2.084,83","2.038,14","231,82M","0,32%"
19.08.2011,"2.038,22","2.053,01","2.102,88","2.035,30","340,93M","-1,68%"
18.08.2011,"2.073,03","2.116,79","2.118,61","2.055,18","341,09M","-4,98%"
17.08.2011,"2.181,62","2.193,30","2.214,26","2.158,95","229,70M","-0,58%"
16.08.2011,"2.194,27","2.190,14","2.211,90","2.165,04","237,49M","-0,90%"
15.08.2011,"2.214,12","2.189,49","2.214,12","2.180,86","215,22M","1,47%"
12.08.2011,"2.182,05","2.176,54","2.195,25","2.154,86","274,45M","0,69%"
11.08.2011,"2.167,07","2.108,92","2.187,48","2.091,91","420,30M","4,53%"
10.08.2011,"2.073,09","2.110,14","2.142,31","2.070,24","457,52M","-4,06%"
09.08.2011,"2.160,79","2.095,99","2.161,75","2.034,92","486,74M","4,88%"
08.08.2011,"2.060,29","2.127,87","2.162,78","2.060,29","487,23M","-6,11%"
05.08.2011,"2.194,38","2.227,49","2.240,68","2.131,52","464,34M","-0,58%"
04.08.2011,"2.207,20","2.275,30","2.284,30","2.207,05","367,16M","-4,57%"
03.08.2011,"2.312,78","2.294,94","2.316,73","2.254,91","290,57M","0,87%"
02.08.2011,"2.292,85","2.340,73","2.352,48","2.291,37","257,52M","-2,60%"
01.08.2011,"2.354,05","2.391,42","2.396,50","2.325,17","240,45M","-0,37%"
29.07.2011,"2.362,81","2.349,30","2.388,24","2.341,82","276,25M","-0,38%"
28.07.2011,"2.371,77","2.367,44","2.401,25","2.359,87","222,93M","0,19%"
27.07.2011,"2.367,16","2.414,36","2.416,22","2.362,12","265,11M","-2,56%"
26.07.2011,"2.429,45","2.423,16","2.438,44","2.418,52","198,71M","0,22%"
25.07.2011,"2.424,15","2.408,65","2.437,42","2.406,17","177,40M","-0,22%"
22.07.2011,"2.429,50","2.403,20","2.432,84","2.402,06","185,22M","1,05%"
21.07.2011,"2.404,24","2.389,56","2.417,13","2.377,82","269,16M","0,69%"
20.07.2011,"2.387,80","2.411,71","2.412,39","2.384,50","210,86M","-0,43%"
19.07.2011,"2.398,17","2.367,81","2.400,58","2.367,81","213,00M","2,31%"
18.07.2011,"2.344,01","2.346,53","2.354,56","2.322,62","201,84M","-0,54%"
15.07.2011,"2.356,67","2.351,81","2.357,36","2.336,13","246,35M","1,36%"
14.07.2011,"2.325,06","2.358,89","2.370,72","2.318,20","230,01M","-1,16%"
13.07.2011,"2.352,43","2.360,43","2.377,34","2.345,80","217,27M","0,37%"
12.07.2011,"2.343,79","2.362,19","2.366,35","2.342,13","246,61M","-0,77%"
11.07.2011,"2.362,00","2.380,56","2.392,09","2.354,12","191,32M","-1,82%"
08.07.2011,"2.405,89","2.390,16","2.405,92","2.379,14","182,85M","-0,29%"
07.07.2011,"2.412,89","2.396,64","2.418,99","2.394,55","198,30M","1,44%"
06.07.2011,"2.378,58","2.368,75","2.383,77","2.361,47","178,09M","0,31%"
05.07.2011,"2.371,21","2.363,08","2.374,41","2.357,31","169,47M","0,42%"
01.07.2011,"2.361,39","2.326,16","2.363,36","2.320,57","179,00M","1,56%"
30.06.2011,"2.325,07","2.303,00","2.327,36","2.302,67","209,60M","1,34%"
29.06.2011,"2.294,43","2.290,50","2.299,32","2.278,85","206,99M","0,38%"
28.06.2011,"2.285,75","2.256,52","2.286,92","2.254,94","178,38M","1,49%"
27.06.2011,"2.252,24","2.217,63","2.263,21","2.215,14","210,67M","1,59%"
24.06.2011,"2.217,06","2.245,49","2.246,96","2.213,10","373,11M","-1,68%"
23.06.2011,"2.255,05","2.210,49","2.256,70","2.204,47","270,91M","0,86%"
22.06.2011,"2.235,75","2.243,21","2.254,64","2.234,83","191,83M","-0,71%"
21.06.2011,"2.251,82","2.210,97","2.253,27","2.203,71","212,51M","2,15%"
20.06.2011,"2.204,36","2.187,21","2.210,64","2.186,77","197,82M","0,52%"
17.06.2011,"2.192,96","2.220,04","2.222,51","2.186,78","431,05M","-0,32%"
16.06.2011,"2.199,93","2.209,75","2.216,74","2.180,94","250,52M","-0,41%"
15.06.2011,"2.209,01","2.229,81","2.243,22","2.204,15","244,21M","-1,84%"
14.06.2011,"2.250,34","2.240,39","2.256,46","2.240,39","201,52M","1,26%"
