,fecha,nasdaq,dowjones,sp500,vix
3176,15.08.2022,13667.18,33912.63,4297.14,19.69
3177,16.08.2022,13635.21,34152.04,4305.20,19.90
3178,17.08.2022,13470.86,33980.72,4274.04,19.56
3179,18.08.2022,13505.99,34000.95,4283.74,20.60
3180,19.08.2022,13242.90,33706.15,4228.48,23.80
3181,22.08.2022,12890.54,33065.52,4137.99,24.11
3182,23.08.2022,12881.79,32908.99,4128.73,22.82
3183,24.08.2022,12917.86,32970.71,4140.77,21.78
3184,25.08.2022,13143.58,33293.66,4199.12,25.56
3185,26.08.2022,12605.17,32282.80,4057.66,26.21
3186,29.08.2022,12484.32,32099.65,4030.61,26.21
3187,30.08.2022,12342.70,31790.74,3986.16,25.87
3188,31.08.2022,12272.03,31511.09,3955.00,25.56
3189,01.09.2022,12274.63,31657.14,3966.85,25.47
3190,02.09.2022,12098.44,31318.84,3924.26,25.99
3191,06.09.2022,12011.31,31148.07,3908.19,26.91
3192,07.09.2022,12259.39,31581.65,3979.87,24.64
3193,08.09.2022,12321.19,31773.80,4006.18,23.61
3194,09.09.2022,12588.29,32151.71,4067.36,22.79
3195,12.09.2022,12739.72,32383.18,4110.41,23.87
3196,13.09.2022,12033.62,31104.90,3932.69,27.27
3197,14.09.2022,12134.40,31135.09,3946.01,26.16
3198,15.09.2022,11927.49,30962.02,3901.35,26.27
3199,16.09.2022,11861.38,30821.50,3873.33,26.30
3200,19.09.2022,11953.28,31019.82,3899.89,25.76
3201,20.09.2022,11851.54,30707.08,3855.93,27.16
3202,21.09.2022,11637.79,30183.71,3789.93,27.99
3203,22.09.2022,11501.65,30076.09,3757.99,27.35
3204,23.09.2022,11311.24,29592.85,3693.23,29.92
3205,26.09.2022,11254.11,29264.50,3655.04,32.26
3206,27.09.2022,11271.75,29136.90,3647.29,32.60
3207,28.09.2022,11493.83,29681.76,3719.04,30.18
3208,29.09.2022,11164.78,29227.59,3640.47,31.84
3209,30.09.2022,10971.22,28730.12,3585.62,31.62
3210,03.10.2022,11229.73,29490.03,3678.43,30.10
3211,04.10.2022,11582.54,30316.98,3790.93,29.07
3212,05.10.2022,11573.18,30274.80,3783.28,28.55
3213,06.10.2022,11485.50,29926.47,3744.52,30.52
3214,07.10.2022,11039.47,29297.25,3639.66,31.36
3215,10.10.2022,10926.97,29202.94,3612.39,32.45
