,fecha,nasdaq,dowjones,sp500,vix
1,04.01.2010, 1886.70,10583.96,1132.99,22.27
2,05.01.2010, 1888.43,10572.02,1136.52,27.31
3,06.01.2010, 1878.42,10573.68,1137.14,25.41
4,07.01.2010, 1876.72,10606.86,1141.69,24.55
5,08.01.2010, 1892.59,10618.19,1144.98,23.14
6,11.01.2010, 1886.24,10663.99,1146.98,23.73
7,12.01.2010, 1861.79,10627.26,1136.22,24.62
8,13.01.2010, 1886.13,10680.77,1145.68,22.59
9,14.01.2010, 1886.52,10710.55,1148.46,21.48
10,15.01.2010, 1864.52,10609.65,1136.03,21.60
11,19.01.2010, 1895.48,10725.43,1150.23,26.08
12,20.01.2010, 1867.95,10603.15,1138.04,26.11
13,21.01.2010, 1850.57,10389.88,1116.48,26.51
14,22.01.2010, 1794.82,10172.98,1091.76,26.00
15,25.01.2010, 1802.39,10196.86,1096.78,25.40
16,26.01.2010, 1803.86,10194.29,1092.17,23.96
17,27.01.2010, 1818.90,10236.16,1097.50,22.73
18,28.01.2010, 1771.10,10120.46,1084.53,22.25
19,29.01.2010, 1741.04,10067.33,1073.87,21.72
20,01.02.2010, 1760.72,10185.53,1089.19,20.63
21,02.02.2010, 1776.92,10296.85,1103.32,20.02
22,03.02.2010, 1784.70,10270.55,1097.28,19.94
23,04.02.2010, 1732.99,10002.18,1063.11,21.37
24,05.02.2010, 1746.12,10012.23,1066.19,20.27
25,08.02.2010, 1734.88, 9908.39,1056.74,20.10
26,09.02.2010, 1753.84,10058.64,1070.52,19.50
27,10.02.2010, 1749.76,10038.38,1068.13,19.26
28,11.02.2010, 1775.74,10144.19,1078.47,19.06
29,12.02.2010, 1779.11,10099.14,1075.51,18.83
30,16.02.2010, 1802.06,10268.81,1094.87,18.72
31,17.02.2010, 1810.86,10309.24,1099.51,17.42
32,18.02.2010, 1823.39,10392.90,1106.75,17.79
33,19.02.2010, 1823.32,10402.35,1109.17,17.92
34,22.02.2010, 1817.63,10383.38,1108.01,18.57
35,23.02.2010, 1793.82,10282.41,1094.60,18.06
36,24.02.2010, 1812.51,10374.16,1105.24,17.58
37,25.02.2010, 1812.91,10321.03,1102.94,18.00
38,26.02.2010, 1818.68,10325.26,1104.49,17.69
39,01.03.2010, 1846.40,10403.79,1115.71,16.91
40,02.03.2010, 1851.21,10405.98,1118.31,16.62
41,03.03.2010, 1851.57,10396.76,1118.79,16.97
42,04.03.2010, 1859.72,10444.14,1122.97,16.87
43,05.03.2010, 1888.56,10566.20,1138.70,16.35
44,08.03.2010, 1890.89,10552.52,1138.50,17.55
45,09.03.2010, 1901.38,10564.38,1140.45,18.40
46,10.03.2010, 1917.35,10567.33,1145.61,17.77
47,11.03.2010, 1923.81,10611.84,1150.24,17.59
48,12.03.2010, 1924.43,10624.69,1149.99,17.13
49,15.03.2010, 1920.09,10642.15,1150.51,17.59
50,16.03.2010, 1932.24,10685.98,1159.46,17.47
51,17.03.2010, 1936.22,10733.67,1166.21,17.02
52,18.03.2010, 1943.94,10779.17,1165.83,16.23
53,19.03.2010, 1932.43,10741.98,1159.90,16.62
54,22.03.2010, 1949.59,10785.89,1165.81,16.48
55,23.03.2010, 1963.20,10888.83,1174.17,16.14
56,24.03.2010, 1951.84,10836.15,1167.72,15.58
57,25.03.2010, 1949.15,10841.21,1165.73,16.20
58,26.03.2010, 1952.63,10850.36,1166.59,15.59
59,29.03.2010, 1961.22,10895.86,1173.22,15.89
60,30.03.2010, 1967.96,10907.42,1173.27,18.36
61,31.03.2010, 1958.34,10856.63,1169.43,17.34
62,01.04.2010, 1959.56,10927.07,1178.10,15.73
63,05.04.2010, 1977.83,10973.55,1187.44,16.32
64,06.04.2010, 1981.95,10969.99,1189.44,16.47
65,07.04.2010, 1977.30,10897.52,1182.45,16.62
66,08.04.2010, 1980.73,10927.07,1186.44,17.47
67,09.04.2010, 1994.43,10997.35,1194.37,22.81
68,12.04.2010, 1995.65,11005.97,1196.48,21.08
69,13.04.2010, 2003.81,11019.42,1197.30,18.44
70,14.04.2010, 2028.82,11123.11,1210.65,22.05
71,15.04.2010, 2038.64,11144.57,1211.67,20.19
72,16.04.2010, 2012.84,11018.66,1192.13,23.84
73,19.04.2010, 2013.53,11092.05,1197.52,24.91
74,20.04.2010, 2023.60,11117.06,1207.17,32.80
75,21.04.2010, 2034.53,11124.92,1205.94,40.95
76,22.04.2010, 2045.16,11134.29,1208.67,28.84
77,23.04.2010, 2055.33,11204.28,1217.28,28.32
78,26.04.2010, 2049.09,11205.03,1212.05,25.52
79,27.04.2010, 2006.25,10991.99,1183.71,26.68
80,28.04.2010, 2007.59,11045.27,1191.36,31.24
81,29.04.2010, 2042.89,11167.32,1206.78,30.84
82,30.04.2010, 2000.63,11008.61,1186.69,33.55
83,03.05.2010, 2031.60,11151.83,1202.26,35.32
84,04.05.2010, 1968.97,10926.77,1173.60,45.79
85,05.05.2010, 1958.26,10868.12,1165.87,40.10
86,06.05.2010, 1893.75,10520.32,1128.15,38.32
87,07.05.2010, 1849.44,10380.43,1110.88,34.61
88,10.05.2010, 1942.61,10785.14,1159.73,35.02
89,11.05.2010, 1940.48,10748.26,1155.79,29.68
90,12.05.2010, 1975.58,10896.91,1171.67,32.07
91,13.05.2010, 1945.52,10782.95,1157.44,35.54
92,14.05.2010, 1907.10,10620.16,1135.68,30.17
93,17.05.2010, 1915.45,10625.83,1136.94,29.46
94,18.05.2010, 1887.06,10510.95,1120.80,35.48
95,19.05.2010, 1873.42,10444.37,1115.05,36.57
96,20.05.2010, 1800.12,10068.01,1071.59,33.70
97,21.05.2010, 1822.77,10193.39,1087.69,33.73
98,24.05.2010, 1815.28,10066.57,1073.65,30.57
99,25.05.2010, 1815.68,10043.75,1074.03,28.79
100,26.05.2010, 1796.47, 9974.45,1067.95,28.58
101,27.05.2010, 1862.71,10258.99,1103.06,25.87
102,28.05.2010, 1852.39,10136.63,1089.41,25.92
103,01.06.2010, 1835.04,10024.02,1070.71,25.05
104,02.06.2010, 1879.59,10249.54,1098.38,23.95
105,03.06.2010, 1895.66,10255.28,1102.83,24.88
106,04.06.2010, 1832.04, 9931.97,1064.88,27.05
107,07.06.2010, 1798.16, 9816.49,1050.47,26.91
108,08.06.2010, 1795.70, 9939.98,1062.00,29.74
109,09.06.2010, 1778.92, 9899.25,1055.69,28.53
110,10.06.2010, 1830.09,10172.53,1086.84,29.00
111,11.06.2010, 1847.15,10211.07,1091.60,34.13
112,14.06.2010, 1845.48,10190.89,1089.63,34.54
113,15.06.2010, 1897.48,10404.77,1115.23,32.86
114,16.06.2010, 1905.31,10409.46,1114.61,30.12
115,17.06.2010, 1910.65,10434.17,1116.04,29.65
116,18.06.2010, 1913.48,10450.64,1117.51,26.84
117,21.06.2010, 1895.84,10442.41,1113.20,25.71
118,22.06.2010, 1880.54,10293.52,1095.31,24.98
119,23.06.2010, 1874.42,10298.44,1092.04,24.43
120,24.06.2010, 1844.59,10152.80,1073.69,24.56
121,25.06.2010, 1838.52,10143.81,1076.76,24.89
122,28.06.2010, 1836.00,10138.52,1074.57,25.14
123,29.06.2010, 1764.06, 9870.30,1041.24,26.25
124,30.06.2010, 1739.14, 9774.02,1030.71,25.97
125,01.07.2010, 1734.41, 9732.53,1027.37,23.93
126,02.07.2010, 1728.34, 9686.48,1022.58,25.64
127,06.07.2010, 1734.68, 9743.62,1028.06,24.63
128,07.07.2010, 1789.72,10018.28,1060.27,23.47
129,08.07.2010, 1798.31,10138.99,1070.25,22.73
130,09.07.2010, 1814.79,10198.03,1077.96,23.19
131,12.07.2010, 1821.03,10216.27,1078.75,24.25
132,13.07.2010, 1845.03,10363.02,1095.34,24.13
133,14.07.2010, 1853.41,10366.72,1095.17,23.50
134,15.07.2010, 1856.24,10359.31,1096.48,22.01
135,16.07.2010, 1803.48,10097.90,1064.88,22.63
136,19.07.2010, 1819.28,10154.43,1071.25,22.21
137,20.07.2010, 1840.67,10229.96,1083.48,22.10
138,21.07.2010, 1817.30,10120.53,1069.59,21.74
139,22.07.2010, 1863.10,10322.30,1093.67,22.14
140,23.07.2010, 1875.38,10424.62,1102.66,22.37
141,26.07.2010, 1890.40,10525.43,1115.01,25.39
142,27.07.2010, 1888.81,10537.69,1113.84,25.73
143,28.07.2010, 1872.62,10497.88,1106.13,26.24
144,29.07.2010, 1860.30,10467.16,1101.53,26.10
145,30.07.2010, 1864.00,10465.94,1101.60,24.33
146,02.08.2010, 1898.99,10674.38,1125.86,24.59
147,03.08.2010, 1891.81,10636.38,1120.46,26.44
148,04.08.2010, 1909.20,10680.43,1127.24,25.49
149,05.08.2010, 1904.95,10674.98,1125.81,25.66
150,06.08.2010, 1902.88,10653.56,1121.64,27.46
151,09.08.2010, 1915.17,10698.75,1127.79,26.70
152,10.08.2010, 1899.24,10644.25,1121.06,27.37
153,11.08.2010, 1845.38,10378.83,1089.47,24.45
154,12.08.2010, 1832.17,10319.95,1083.61,27.21
155,13.08.2010, 1818.80,10303.15,1079.25,26.05
156,16.08.2010, 1821.51,10302.01,1079.38,23.89
157,17.08.2010, 1845.37,10405.85,1092.54,23.19
158,18.08.2010, 1850.80,10415.54,1094.16,21.31
159,19.08.2010, 1823.00,10271.21,1075.63,23.80
160,20.08.2010, 1825.75,10213.62,1071.69,23.25
161,23.08.2010, 1808.31,10174.41,1067.36,22.81
162,24.08.2010, 1775.27,10040.45,1051.87,21.99
163,25.08.2010, 1790.88,10060.06,1055.33,21.21
164,26.08.2010, 1769.02, 9985.81,1047.22,21.56
165,27.08.2010, 1791.64,10150.65,1064.59,22.10
166,30.08.2010, 1772.07,10009.73,1048.92,21.72
167,31.08.2010, 1767.43,10014.72,1049.33,22.01
168,01.09.2010, 1820.05,10269.47,1080.29,21.50
169,02.09.2010, 1840.58,10320.10,1090.10,22.35
170,03.09.2010, 1870.31,10447.93,1104.51,22.51
171,07.09.2010, 1856.50,10340.69,1091.84,23.87
172,08.09.2010, 1880.00,10387.01,1098.87,21.71
173,09.09.2010, 1886.14,10415.24,1104.18,22.54
174,10.09.2010, 1892.34,10462.77,1109.55,22.60
175,13.09.2010, 1921.67,10544.13,1121.90,23.25
176,14.09.2010, 1928.59,10526.49,1121.10,23.70
177,15.09.2010, 1939.60,10572.73,1125.07,22.50
178,16.09.2010, 1948.11,10594.83,1124.66,23.53
179,17.09.2010, 1955.83,10607.85,1125.59,21.76
180,20.09.2010, 1989.43,10753.62,1142.71,21.49
181,21.09.2010, 1989.11,10761.03,1139.78,21.56
182,22.09.2010, 1982.76,10739.31,1134.28,20.71
183,23.09.2010, 1982.15,10662.42,1124.83,18.96
184,24.09.2010, 2023.84,10860.26,1148.67,18.93
185,27.09.2010, 2010.99,10812.04,1142.16,19.07
186,28.09.2010, 2012.43,10858.14,1147.70,19.88
187,29.09.2010, 2009.08,10835.28,1144.73,19.03
188,30.09.2010, 1998.04,10788.05,1141.20,19.09
189,01.10.2010, 1996.60,10829.68,1146.24,20.63
190,04.10.2010, 1975.33,10751.27,1137.03,19.79
191,05.10.2010, 2024.63,10944.72,1160.75,19.27
192,06.10.2010, 2006.52,10967.65,1159.97,18.78
193,07.10.2010, 2011.63,10948.58,1158.06,19.85
194,08.10.2010, 2027.03,11006.48,1165.15,20.22
195,11.10.2010, 2026.98,11010.34,1165.32,20.71
196,12.10.2010, 2041.55,11020.40,1169.77,20.88
197,13.10.2010, 2057.25,11096.08,1178.10,21.20
198,14.10.2010, 2054.51,11094.57,1173.81,21.83
199,15.10.2010, 2097.73,11062.78,1176.19,21.57
200,18.10.2010, 2104.15,11143.69,1184.71,19.56
201,19.10.2010, 2069.73,10978.62,1165.90,18.52
202,20.10.2010, 2085.75,11107.97,1178.17,18.26
203,21.10.2010, 2090.10,11146.57,1180.26,18.29
204,22.10.2010, 2104.21,11132.56,1183.08,19.08
205,25.10.2010, 2113.55,11164.05,1185.62,18.47
206,26.10.2010, 2119.05,11169.46,1185.64,18.64
207,27.10.2010, 2125.88,11126.28,1182.45,20.61
208,28.10.2010, 2129.73,11113.95,1183.78,20.20
209,29.10.2010, 2124.45,11118.49,1183.26,22.58
210,01.11.2010, 2128.42,11124.62,1184.38,21.76
211,02.11.2010, 2151.72,11188.72,1193.57,18.75
212,03.11.2010, 2158.36,11215.13,1197.96,18.04
213,04.11.2010, 2187.80,11434.84,1221.06,18.37
214,05.11.2010, 2186.71,11444.08,1225.85,20.63
215,08.11.2010, 2188.94,11406.84,1223.25,19.56
216,09.11.2010, 2176.88,11346.75,1213.40,22.22
217,10.11.2010, 2187.74,11357.04,1218.71,21.53
218,11.11.2010, 2173.11,11283.10,1213.54,23.54
219,12.11.2010, 2137.95,11192.58,1199.21,21.36
220,15.11.2010, 2131.48,11201.97,1197.75,19.39
221,16.11.2010, 2093.63,11023.50,1178.34,18.01
222,17.11.2010, 2100.00,11007.88,1178.59,18.02
223,18.11.2010, 2134.77,11181.23,1196.69,17.99
224,19.11.2010, 2135.27,11203.55,1199.73,17.74
225,22.11.2010, 2150.86,11178.58,1197.84,17.25
226,23.11.2010, 2116.61,11036.37,1180.73,17.61
227,24.11.2010, 2160.52,11187.28,1198.35,17.55
228,26.11.2010, 2153.91,11092.00,1189.40,17.61
229,29.11.2010, 2144.56,11052.49,1187.76,17.94
230,30.11.2010, 2117.33,11006.02,1180.55,17.39
231,01.12.2010, 2162.83,11255.78,1206.07,16.11
232,02.12.2010, 2185.30,11362.41,1221.53,16.41
233,03.12.2010, 2191.17,11382.09,1224.71,16.49
234,06.12.2010, 2189.81,11362.19,1223.12,15.45
235,07.12.2010, 2189.35,11359.16,1223.75,16.47
236,08.12.2010, 2200.60,11372.48,1228.28,17.67
237,09.12.2010, 2201.57,11370.06,1233.00,17.52
238,10.12.2010, 2215.34,11410.32,1240.40,17.28
239,13.12.2010, 2207.45,11428.56,1240.46,17.52
240,14.12.2010, 2212.59,11476.54,1241.59,17.75
241,15.12.2010, 2202.45,11457.47,1235.23,17.61
242,16.12.2010, 2218.02,11499.25,1242.87,17.38
243,17.12.2010, 2218.29,11491.91,1243.91,17.02
244,20.12.2010, 2223.04,11478.13,1247.08,17.40
245,21.12.2010, 2234.57,11533.16,1254.60,17.14
246,22.12.2010, 2235.91,11559.49,1258.84,17.54
247,23.12.2010, 2230.27,11573.49,1256.77,16.89
248,27.12.2010, 2229.86,11555.03,1257.54,16.24
249,28.12.2010, 2227.42,11575.54,1258.51,16.39
250,29.12.2010, 2231.64,11585.38,1259.78,15.46
251,30.12.2010, 2225.72,11569.71,1257.88,15.87
252,31.12.2010, 2217.86,11577.51,1257.64,17.31
253,03.01.2011, 2254.23,11670.75,1271.87,17.99
254,04.01.2011, 2251.46,11691.18,1270.20,18.47
255,05.01.2011, 2270.40,11722.89,1276.56,17.65
256,06.01.2011, 2277.51,11697.31,1273.85,17.59
257,07.01.2011, 2276.70,11674.76,1271.50,16.64
258,10.01.2011, 2284.38,11637.45,1269.75,16.15
259,11.01.2011, 2288.73,11671.88,1274.48,20.04
260,12.01.2011, 2304.88,11755.44,1285.96,19.53
261,13.01.2011, 2305.53,11731.90,1283.76,17.63
262,14.01.2011, 2323.43,11787.38,1293.24,17.30
263,18.01.2011, 2328.79,11837.93,1295.02,16.69
264,19.01.2011, 2303.32,11825.29,1281.92,15.93
265,20.01.2011, 2286.08,11822.80,1280.26,16.28
266,21.01.2011, 2268.32,11871.84,1283.35,15.81
267,24.01.2011, 2300.39,11980.52,1290.84,15.87
268,25.01.2011, 2304.03,11977.19,1291.18,16.09
269,26.01.2011, 2314.19,11985.44,1296.63,15.69
270,27.01.2011, 2330.07,11989.83,1299.54,15.95
271,28.01.2011, 2270.51,11823.70,1276.34,16.37
272,31.01.2011, 2281.91,11891.93,1286.12,16.72
273,01.02.2011, 2324.95,12040.16,1307.59,16.59
274,02.02.2011, 2321.09,12041.97,1304.03,16.43
275,03.02.2011, 2323.07,12062.26,1307.10,20.80
276,04.02.2011, 2338.20,12092.15,1310.87,22.13
277,07.02.2011, 2349.20,12161.63,1319.05,21.32
278,08.02.2011, 2363.61,12233.15,1324.57,19.22
279,09.02.2011, 2360.95,12239.89,1320.88,18.35
280,10.02.2011, 2364.35,12229.29,1321.87,21.01
281,11.02.2011, 2379.15,12273.26,1329.15,20.70
282,14.02.2011, 2385.60,12268.19,1332.32,18.60
283,15.02.2011, 2381.92,12226.64,1328.01,19.06
284,16.02.2011, 2397.94,12288.17,1336.32,20.66
285,17.02.2011, 2397.57,12318.14,1340.43,19.82
286,18.02.2011, 2392.47,12391.25,1343.01,20.22
287,22.02.2011, 2322.86,12212.79,1315.44,21.88
288,23.02.2011, 2300.94,12105.78,1307.40,20.08
289,24.02.2011, 2313.31,12068.50,1306.10,21.13
290,25.02.2011, 2346.29,12130.45,1319.88,24.32
291,28.02.2011, 2350.99,12226.34,1327.22,29.40
292,01.03.2011, 2315.26,12058.02,1306.33,26.37
293,02.03.2011, 2326.77,12066.80,1308.44,24.44
294,03.03.2011, 2371.76,12258.20,1330.97,20.61
295,04.03.2011, 2359.96,12169.88,1321.15,20.21
296,07.03.2011, 2328.07,12090.03,1310.13,19.17
297,08.03.2011, 2337.55,12214.38,1321.82,18.00
298,09.03.2011, 2322.69,12213.09,1320.02,17.91
299,10.03.2011, 2284.29,11984.61,1295.11,19.44
300,11.03.2011, 2299.26,12044.40,1304.28,18.16
301,14.03.2011, 2290.72,11993.16,1296.39,17.71
302,15.03.2011, 2259.62,11855.42,1281.87,17.74
303,16.03.2011, 2202.97,11613.30,1256.88,17.40
304,17.03.2011, 2225.24,11774.59,1273.72,17.50
305,18.03.2011, 2221.07,11858.52,1279.21,17.25
306,21.03.2011, 2262.70,12036.53,1298.38,16.90
307,22.03.2011, 2257.96,12018.63,1293.77,17.11
308,23.03.2011, 2270.50,12086.02,1297.54,17.87
309,24.03.2011, 2312.09,12170.56,1309.66,16.59
310,25.03.2011, 2316.36,12220.59,1313.80,17.09
311,28.03.2011, 2303.10,12197.88,1310.19,16.92
312,29.03.2011, 2325.54,12279.01,1319.44,16.27
313,30.03.2011, 2336.52,12350.61,1328.26,15.32
314,31.03.2011, 2338.99,12319.73,1325.83,16.96
315,01.04.2011, 2342.92,12376.72,1332.41,15.83
316,04.04.2011, 2334.54,12400.03,1332.87,15.07
317,05.04.2011, 2327.87,12393.90,1332.63,14.69
318,06.04.2011, 2332.34,12426.75,1335.54,15.77
319,07.04.2011, 2332.88,12409.49,1333.51,15.62
320,08.04.2011, 2321.18,12380.05,1328.17,15.35
321,11.04.2011, 2314.50,12381.11,1324.46,14.62
322,12.04.2011, 2298.30,12263.58,1314.16,14.75
323,13.04.2011, 2316.63,12270.99,1314.41,15.99
324,14.04.2011, 2311.25,12285.15,1314.52,16.70
325,15.04.2011, 2307.58,12341.83,1319.68,17.08
326,18.04.2011, 2292.34,12201.59,1305.14,18.20
327,19.04.2011, 2306.77,12266.75,1312.62,18.40
328,20.04.2011, 2357.76,12453.54,1330.36,17.16
329,21.04.2011, 2377.30,12505.99,1337.38,15.91
330,25.04.2011, 2383.72,12479.88,1335.25,16.95
331,26.04.2011, 2396.03,12595.37,1347.24,16.03
332,27.04.2011, 2413.59,12690.96,1355.66,17.07
333,28.04.2011, 2409.90,12763.31,1360.48,18.24
334,29.04.2011, 2404.08,12810.54,1363.61,17.55
335,02.05.2011, 2404.24,12807.36,1361.22,16.23
336,03.05.2011, 2392.80,12807.51,1356.62,15.52
337,04.05.2011, 2387.51,12723.58,1347.32,17.43
338,05.05.2011, 2375.21,12584.17,1335.10,18.27
339,06.05.2011, 2383.18,12638.74,1340.20,17.82
340,09.05.2011, 2390.97,12684.68,1346.29,17.07
341,10.05.2011, 2411.35,12760.36,1357.16,16.09
342,11.05.2011, 2393.08,12630.03,1342.08,15.98
343,12.05.2011, 2407.89,12695.92,1348.65,15.45
344,13.05.2011, 2379.24,12595.75,1337.77,18.30
345,16.05.2011, 2337.85,12548.37,1329.47,18.09
346,17.05.2011, 2343.51,12479.58,1328.98,17.95
347,18.05.2011, 2362.95,12560.18,1340.68,18.49
348,19.05.2011, 2369.67,12605.32,1343.60,18.07
349,20.05.2011, 2351.43,12512.04,1333.27,18.79
350,23.05.2011, 2316.78,12381.26,1317.37,17.77
351,24.05.2011, 2303.55,12356.21,1316.28,18.86
352,25.05.2011, 2310.95,12394.66,1320.47,19.61
353,26.05.2011, 2325.93,12402.76,1325.69,18.26
354,27.05.2011, 2336.09,12441.58,1331.10,21.32
355,31.05.2011, 2372.54,12569.79,1345.20,22.73
356,01.06.2011, 2322.48,12290.14,1314.55,21.85
357,02.06.2011, 2326.70,12248.55,1312.94,19.99
358,03.06.2011, 2292.31,12151.26,1300.16,18.86
359,06.06.2011, 2274.48,12089.96,1286.17,18.52
360,07.06.2011, 2268.96,12070.81,1284.94,19.29
361,08.06.2011, 2252.89,12048.94,1279.56,21.10
362,09.06.2011, 2256.65,12124.36,1289.00,20.56
363,10.06.2011, 2221.09,11951.91,1270.98,19.17
364,13.06.2011, 2222.28,11952.97,1271.83,17.27
365,14.06.2011, 2250.34,12076.11,1287.87,16.52
366,15.06.2011, 2209.01,11897.27,1265.42,15.87
367,16.06.2011, 2199.93,11961.52,1267.64,16.06
368,17.06.2011, 2192.96,12004.36,1271.50,16.34
369,20.06.2011, 2204.36,12080.38,1278.36,15.95
370,21.06.2011, 2251.82,12190.01,1295.52,15.95
371,22.06.2011, 2235.75,12109.67,1287.14,18.39
372,23.06.2011, 2255.05,12050.00,1283.50,19.87
373,24.06.2011, 2217.06,11934.58,1268.45,19.91
374,27.06.2011, 2252.24,12043.56,1280.10,20.80
375,28.06.2011, 2285.75,12188.69,1296.67,19.53
376,29.06.2011, 2294.43,12261.42,1307.41,20.95
377,30.06.2011, 2325.07,12414.34,1320.64,19.21
378,01.07.2011, 2361.39,12582.77,1339.67,19.09
379,05.07.2011, 2371.21,12569.87,1337.88,17.56
380,06.07.2011, 2378.58,12626.02,1339.22,17.52
381,07.07.2011, 2412.89,12719.49,1353.22,19.35
382,08.07.2011, 2405.89,12657.20,1343.80,20.23
383,11.07.2011, 2362.00,12505.76,1319.49,22.98
384,12.07.2011, 2343.79,12446.88,1313.64,23.74
385,13.07.2011, 2352.43,12491.61,1317.72,25.25
386,14.07.2011, 2325.06,12437.12,1308.87,23.66
387,15.07.2011, 2356.67,12479.73,1316.14,24.79
388,18.07.2011, 2344.01,12385.16,1305.44,23.38
389,19.07.2011, 2398.17,12587.42,1326.73,31.66
390,20.07.2011, 2387.80,12571.91,1325.84,32.00
391,21.07.2011, 2404.24,12724.41,1343.80,48.00
392,22.07.2011, 2429.50,12681.16,1345.02,35.06
393,25.07.2011, 2424.15,12592.80,1337.43,42.99
394,26.07.2011, 2429.45,12501.30,1331.94,39.00
395,27.07.2011, 2367.16,12302.55,1304.89,36.36
396,28.07.2011, 2371.77,12240.11,1300.67,31.87
397,29.07.2011, 2362.81,12143.24,1292.28,32.85
398,01.08.2011, 2354.05,12132.49,1286.94,31.58
399,02.08.2011, 2292.85,11866.62,1254.05,42.67
400,03.08.2011, 2312.78,11896.44,1260.34,43.05
401,04.08.2011, 2207.20,11383.68,1200.07,42.44
402,05.08.2011, 2194.38,11444.61,1199.38,36.27
403,08.08.2011, 2060.29,10809.85,1119.46,35.90
404,09.08.2011, 2160.79,11239.77,1172.53,39.76
405,10.08.2011, 2073.09,10719.94,1120.76,35.59
406,11.08.2011, 2167.07,11143.31,1172.64,32.28
407,12.08.2011, 2182.05,11269.02,1178.81,32.89
408,15.08.2011, 2214.12,11482.90,1204.49,31.62
409,16.08.2011, 2194.27,11405.93,1192.76,31.82
410,17.08.2011, 2181.62,11410.21,1193.89,33.92
411,18.08.2011, 2073.03,10990.58,1140.65,37.00
412,19.08.2011, 2038.22,10817.65,1123.53,33.38
413,22.08.2011, 2044.73,10854.65,1123.82,34.32
414,23.08.2011, 2129.27,11176.76,1162.35,38.52
415,24.08.2011, 2145.04,11320.71,1177.60,38.59
416,25.08.2011, 2108.21,11149.82,1159.27,36.91
417,26.08.2011, 2161.97,11284.54,1176.80,34.60
418,29.08.2011, 2223.96,11539.25,1210.08,31.97
419,30.08.2011, 2237.69,11559.95,1212.92,30.98
420,31.08.2011, 2241.01,11613.53,1218.89,32.73
421,01.09.2011, 2219.05,11493.57,1204.42,32.86
422,02.09.2011, 2167.83,11240.26,1173.97,37.32
423,06.09.2011, 2167.60,11139.30,1165.24,41.35
424,07.09.2011, 2223.75,11414.86,1198.62,41.25
425,08.09.2011, 2214.29,11295.81,1185.90,39.02
426,09.09.2011, 2163.66,10992.13,1154.23,37.71
427,12.09.2011, 2191.84,11061.12,1162.27,41.08
428,13.09.2011, 2220.58,11105.85,1172.87,38.84
429,14.09.2011, 2252.75,11246.73,1188.68,42.96
430,15.09.2011, 2286.56,11433.18,1209.11,45.45
431,16.09.2011, 2306.09,11509.09,1216.01,40.82
432,19.09.2011, 2308.76,11401.01,1204.09,37.81
433,20.09.2011, 2295.89,11408.66,1202.09,36.27
434,21.09.2011, 2258.30,11124.84,1166.76,36.20
435,22.09.2011, 2184.59,10733.83,1129.56,33.02
436,23.09.2011, 2206.86,10771.48,1136.43,32.86
437,26.09.2011, 2234.28,11043.86,1162.95,31.26
438,27.09.2011, 2253.55,11190.69,1175.38,30.70
439,28.09.2011, 2220.84,11010.90,1151.06,28.24
440,29.09.2011, 2197.68,11153.98,1160.40,33.39
441,30.09.2011, 2139.18,10913.38,1131.42,31.56
442,03.10.2011, 2085.04,10655.30,1099.23,34.44
443,04.10.2011, 2129.21,10808.71,1123.95,34.78
444,05.10.2011, 2182.77,10939.95,1144.03,31.32
445,06.10.2011, 2217.99,11123.33,1164.97,29.26
446,07.10.2011, 2202.76,11103.12,1155.46,32.22
447,10.10.2011, 2278.65,11433.18,1194.89,29.86
448,11.10.2011, 2294.92,11416.30,1195.54,25.46
449,12.10.2011, 2307.18,11518.85,1207.25,24.53
450,13.10.2011, 2326.88,11478.13,1203.66,29.96
451,14.10.2011, 2371.94,11644.49,1224.58,34.77
452,17.10.2011, 2334.38,11397.00,1200.86,32.74
453,18.10.2011, 2364.87,11577.05,1225.38,30.50
454,19.10.2011, 2316.81,11504.62,1209.88,30.16
455,20.10.2011, 2306.29,11541.78,1215.39,29.85
456,21.10.2011, 2335.93,11808.79,1238.25,27.48
457,24.10.2011, 2384.42,11913.62,1254.19,36.16
458,25.10.2011, 2335.87,11706.62,1229.05,32.81
459,26.10.2011, 2334.79,11869.04,1242.00,30.04
460,27.10.2011, 2399.83,12208.55,1284.59,31.13
461,28.10.2011, 2401.29,12231.11,1285.09,31.22
462,31.10.2011, 2360.08,11955.01,1253.30,33.51
463,01.11.2011, 2298.37,11657.96,1218.28,34.51
464,02.11.2011, 2318.32,11836.04,1237.90,32.00
465,03.11.2011, 2367.71,12044.47,1261.15,32.91
466,04.11.2011, 2356.32,11983.24,1253.23,31.97
467,07.11.2011, 2371.04,12068.39,1261.12,33.98
468,08.11.2011, 2400.01,12170.18,1275.92,34.47
469,09.11.2011, 2314.10,11780.94,1229.10,32.13
470,10.11.2011, 2312.07,11893.79,1239.69,30.64
471,11.11.2011, 2355.78,12153.68,1263.85,27.80
472,14.11.2011, 2341.32,12078.98,1251.78,27.41
473,15.11.2011, 2366.24,12096.16,1257.81,27.52
474,16.11.2011, 2324.37,11905.59,1236.91,27.84
475,17.11.2011, 2272.09,11770.73,1216.13,28.13
476,18.11.2011, 2253.95,11796.16,1215.65,28.67
477,21.11.2011, 2211.14,11547.31,1192.98,30.59
478,22.11.2011, 2216.33,11493.72,1188.04,26.38
479,23.11.2011, 2166.54,11257.55,1161.79,25.67
480,25.11.2011, 2150.88,11231.78,1158.67,25.41
481,28.11.2011, 2224.22,11523.01,1192.55,26.04
